id,project_name,hash_commit,github_url,github_raw_url,isComplexClass,isLazyClass,isLargeClass,isSpeculativeGenerality,isRefusedBequest
15,apache/archiva,03584684d14470fb60645ea2cb6710aec25caec0,https://github.com/apache/archiva/blob/03584684d14470fb60645ea2cb6710aec25caec0/archiva-modules/archiva-web/archiva-webdav/src/test/java/org/apache/maven/archiva/webdav/UnauthenticatedDavResourceFactory.java,https://raw.githubusercontent.com/apache/archiva/03584684d14470fb60645ea2cb6710aec25caec0/archiva-modules/archiva-web/archiva-webdav/src/test/java/org/apache/maven/archiva/webdav/UnauthenticatedDavResourceFactory.java,0,1,0,0,0
16,apache/archiva,03584684d14470fb60645ea2cb6710aec25caec0,https://github.com/apache/archiva/blob/03584684d14470fb60645ea2cb6710aec25caec0/archiva-modules/archiva-web/archiva-webdav/src/test/java/org/apache/maven/archiva/webdav/UnauthenticatedDavSessionProvider.java,https://raw.githubusercontent.com/apache/archiva/03584684d14470fb60645ea2cb6710aec25caec0/archiva-modules/archiva-web/archiva-webdav/src/test/java/org/apache/maven/archiva/webdav/UnauthenticatedDavSessionProvider.java,0,1,0,0,0
17,apache/archiva,03584684d14470fb60645ea2cb6710aec25caec0,https://github.com/apache/archiva/blob/03584684d14470fb60645ea2cb6710aec25caec0/archiva-modules/archiva-web/archiva-webdav/src/test/java/org/apache/maven/archiva/webdav/UnauthenticatedRepositoryServlet.java,https://raw.githubusercontent.com/apache/archiva/03584684d14470fb60645ea2cb6710aec25caec0/archiva-modules/archiva-web/archiva-webdav/src/test/java/org/apache/maven/archiva/webdav/UnauthenticatedRepositoryServlet.java,0,1,0,0,0
18,apache/archiva,080a93a5970b506c3d494a9a19c68485bbb9201d,https://github.com/apache/archiva/blob/080a93a5970b506c3d494a9a19c68485bbb9201d/maven-repository-converter/src/main/java/org/apache/maven/repository/converter/RepositoryConversionException.java,https://raw.githubusercontent.com/apache/archiva/080a93a5970b506c3d494a9a19c68485bbb9201d/maven-repository-converter/src/main/java/org/apache/maven/repository/converter/RepositoryConversionException.java,0,1,0,0,0
19,apache/archiva,0af7305111705073bc62ddbf3830f84a3b938355,https://github.com/apache/archiva/blob/0af7305111705073bc62ddbf3830f84a3b938355/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/archiva/web/action/admin/repositories/AbstractManagedRepositoriesAction.java,https://raw.githubusercontent.com/apache/archiva/0af7305111705073bc62ddbf3830f84a3b938355/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/archiva/web/action/admin/repositories/AbstractManagedRepositoriesAction.java,0,1,0,0,0
20,apache/archiva,0af7305111705073bc62ddbf3830f84a3b938355,https://github.com/apache/archiva/blob/0af7305111705073bc62ddbf3830f84a3b938355/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/maven/archiva/web/action/admin/repositories/AbstractManagedRepositoriesAction.java,https://raw.githubusercontent.com/apache/archiva/0af7305111705073bc62ddbf3830f84a3b938355/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/maven/archiva/web/action/admin/repositories/AbstractManagedRepositoriesAction.java,0,1,0,0,0
21,apache/archiva,0d10fd3a9f47ca397b62c2544bb97cb644d31520,https://github.com/apache/archiva/blob/0d10fd3a9f47ca397b62c2544bb97cb644d31520/archiva-modules/archiva-base/archiva-repository-admin/src/test/java/org/apache/archiva/admin/repository/managed/AbstractRepositoryAdminTest.java,https://raw.githubusercontent.com/apache/archiva/0d10fd3a9f47ca397b62c2544bb97cb644d31520/archiva-modules/archiva-base/archiva-repository-admin/src/test/java/org/apache/archiva/admin/repository/managed/AbstractRepositoryAdminTest.java,0,1,0,0,0
22,apache/archiva,0f0a3486c97300183cee73ad223d83c87b4f4e8a,https://github.com/apache/archiva/blob/0f0a3486c97300183cee73ad223d83c87b4f4e8a/archiva-modules/archiva-base/archiva-repository-admin/src/main/java/org/apache/archiva/admin/repository/RepositoryAdminException.java,https://raw.githubusercontent.com/apache/archiva/0f0a3486c97300183cee73ad223d83c87b4f4e8a/archiva-modules/archiva-base/archiva-repository-admin/src/main/java/org/apache/archiva/admin/repository/RepositoryAdminException.java,0,1,0,0,0
23,apache/archiva,102fd6f5310c392f32533f183449cbb7d3652624,https://github.com/apache/archiva/blob/102fd6f5310c392f32533f183449cbb7d3652624/archiva-modules/archiva-web/archiva-rest/archiva-rest-api/src/main/java/org/apache/archiva/rest/api/services/ArchivaRestServiceException.java,https://raw.githubusercontent.com/apache/archiva/102fd6f5310c392f32533f183449cbb7d3652624/archiva-modules/archiva-web/archiva-rest/archiva-rest-api/src/main/java/org/apache/archiva/rest/api/services/ArchivaRestServiceException.java,0,1,0,0,0
24,apache/archiva,1f9b9282643f34b47fb04b229cb3e0db2a4b07b4,https://github.com/apache/archiva/blob/1f9b9282643f34b47fb04b229cb3e0db2a4b07b4/archiva-modules/archiva-base/archiva-repository-admin/src/main/java/org/apache/archiva/admin/repository/App.java,https://raw.githubusercontent.com/apache/archiva/1f9b9282643f34b47fb04b229cb3e0db2a4b07b4/archiva-modules/archiva-base/archiva-repository-admin/src/main/java/org/apache/archiva/admin/repository/App.java,0,1,0,0,0
25,apache/archiva,233c55e0dc45a72ec953e137312a8eda1e0a32a9,https://github.com/apache/archiva/blob/233c55e0dc45a72ec953e137312a8eda1e0a32a9/archiva-repository-layer/src/main/java/org/apache/maven/archiva/layer/DefaultRepositoryQueryLayer.java,https://raw.githubusercontent.com/apache/archiva/233c55e0dc45a72ec953e137312a8eda1e0a32a9/archiva-repository-layer/src/main/java/org/apache/maven/archiva/layer/DefaultRepositoryQueryLayer.java,0,1,0,0,0
26,apache/archiva,233c55e0dc45a72ec953e137312a8eda1e0a32a9,https://github.com/apache/archiva/blob/233c55e0dc45a72ec953e137312a8eda1e0a32a9/maven-repository-reports-standard/src/main/java/org/apache/maven/repository/reporting/DefaultRepositoryQueryLayer.java,https://raw.githubusercontent.com/apache/archiva/233c55e0dc45a72ec953e137312a8eda1e0a32a9/maven-repository-reports-standard/src/main/java/org/apache/maven/repository/reporting/DefaultRepositoryQueryLayer.java,0,1,0,0,0
27,apache/archiva,2ca1ad7122bbc1af797d9aa862ff6fb738057b7d,https://github.com/apache/archiva/blob/2ca1ad7122bbc1af797d9aa862ff6fb738057b7d/archiva-modules/metadata/metadata-model/src/main/java/org/apache/archiva/metadata/model/RepositoryMetadata.java,https://raw.githubusercontent.com/apache/archiva/2ca1ad7122bbc1af797d9aa862ff6fb738057b7d/archiva-modules/metadata/metadata-model/src/main/java/org/apache/archiva/metadata/model/RepositoryMetadata.java,0,1,0,0,0
28,apache/archiva,2d9c46a8f7e1a22f615204dbf28669dd36b0e697,https://github.com/apache/archiva/blob/2d9c46a8f7e1a22f615204dbf28669dd36b0e697/maven-repository-reports-standard/src/main/java/org/apache/maven/repository/reporting/ChecksumMetadataReporter.java,https://raw.githubusercontent.com/apache/archiva/2d9c46a8f7e1a22f615204dbf28669dd36b0e697/maven-repository-reports-standard/src/main/java/org/apache/maven/repository/reporting/ChecksumMetadataReporter.java,0,1,0,0,0
29,apache/archiva,322c16f688a286da1b96884ea613dd69da864eb4,https://github.com/apache/archiva/blob/322c16f688a286da1b96884ea613dd69da864eb4/archiva-modules/archiva-base/archiva-proxy/src/main/java/org/apache/archiva/proxy/NotFoundException.java,https://raw.githubusercontent.com/apache/archiva/322c16f688a286da1b96884ea613dd69da864eb4/archiva-modules/archiva-base/archiva-proxy/src/main/java/org/apache/archiva/proxy/NotFoundException.java,0,1,0,0,0
30,apache/archiva,322c16f688a286da1b96884ea613dd69da864eb4,https://github.com/apache/archiva/blob/322c16f688a286da1b96884ea613dd69da864eb4/archiva-modules/archiva-base/archiva-proxy/src/main/java/org/apache/archiva/proxy/NotModifiedException.java,https://raw.githubusercontent.com/apache/archiva/322c16f688a286da1b96884ea613dd69da864eb4/archiva-modules/archiva-base/archiva-proxy/src/main/java/org/apache/archiva/proxy/NotModifiedException.java,0,1,0,0,0
31,apache/archiva,322c16f688a286da1b96884ea613dd69da864eb4,https://github.com/apache/archiva/blob/322c16f688a286da1b96884ea613dd69da864eb4/archiva-modules/archiva-base/archiva-proxy/src/main/java/org/apache/maven/archiva/proxy/NotFoundException.java,https://raw.githubusercontent.com/apache/archiva/322c16f688a286da1b96884ea613dd69da864eb4/archiva-modules/archiva-base/archiva-proxy/src/main/java/org/apache/maven/archiva/proxy/NotFoundException.java,0,1,0,0,0
32,apache/archiva,322c16f688a286da1b96884ea613dd69da864eb4,https://github.com/apache/archiva/blob/322c16f688a286da1b96884ea613dd69da864eb4/archiva-modules/archiva-base/archiva-proxy/src/main/java/org/apache/maven/archiva/proxy/NotModifiedException.java,https://raw.githubusercontent.com/apache/archiva/322c16f688a286da1b96884ea613dd69da864eb4/archiva-modules/archiva-base/archiva-proxy/src/main/java/org/apache/maven/archiva/proxy/NotModifiedException.java,0,1,0,0,0
33,apache/archiva,34d960634636a77bad37af324c5ade16263de684,https://github.com/apache/archiva/blob/34d960634636a77bad37af324c5ade16263de684/archiva-modules/plugins/metadata-store-jcr/src/main/java/org/apache/archiva/metadata/repository/jcr/ArchivaJcrRepositoryConfig.java,https://raw.githubusercontent.com/apache/archiva/34d960634636a77bad37af324c5ade16263de684/archiva-modules/plugins/metadata-store-jcr/src/main/java/org/apache/archiva/metadata/repository/jcr/ArchivaJcrRepositoryConfig.java,0,1,0,0,0
34,apache/archiva,3d61eecdc490f6a75784502d289e0989dc36d53f,https://github.com/apache/archiva/blob/3d61eecdc490f6a75784502d289e0989dc36d53f/archiva-modules/metadata/metadata-repository-api/src/main/java/org/apache/archiva/metadata/repository/filter/AllFilter.java,https://raw.githubusercontent.com/apache/archiva/3d61eecdc490f6a75784502d289e0989dc36d53f/archiva-modules/metadata/metadata-repository-api/src/main/java/org/apache/archiva/metadata/repository/filter/AllFilter.java,0,1,0,0,0
35,apache/archiva,3f7a13c5a6af5b52c31e4c5279679444778ec42b,https://github.com/apache/archiva/blob/3f7a13c5a6af5b52c31e4c5279679444778ec42b/archiva-modules/archiva-base/archiva-repository-layer/src/test/java/org/apache/archiva/repository/metadata/RepositoryMetadataWriterTest.java,https://raw.githubusercontent.com/apache/archiva/3f7a13c5a6af5b52c31e4c5279679444778ec42b/archiva-modules/archiva-base/archiva-repository-layer/src/test/java/org/apache/archiva/repository/metadata/RepositoryMetadataWriterTest.java,0,1,0,0,0
36,apache/archiva,3f7a13c5a6af5b52c31e4c5279679444778ec42b,https://github.com/apache/archiva/blob/3f7a13c5a6af5b52c31e4c5279679444778ec42b/archiva-modules/archiva-base/archiva-repository-layer/src/test/java/org/apache/maven/archiva/repository/metadata/RepositoryMetadataWriterTest.java,https://raw.githubusercontent.com/apache/archiva/3f7a13c5a6af5b52c31e4c5279679444778ec42b/archiva-modules/archiva-base/archiva-repository-layer/src/test/java/org/apache/maven/archiva/repository/metadata/RepositoryMetadataWriterTest.java,0,1,0,0,0
37,apache/archiva,4102a4a916f8649dd12182f727b6cb45f4e356b2,https://github.com/apache/archiva/blob/4102a4a916f8649dd12182f727b6cb45f4e356b2/archiva-modules/archiva-scheduler/archiva-scheduler-repository/src/main/java/org/apache/archiva/scheduler/repository/RepositoryTaskJob.java,https://raw.githubusercontent.com/apache/archiva/4102a4a916f8649dd12182f727b6cb45f4e356b2/archiva-modules/archiva-scheduler/archiva-scheduler-repository/src/main/java/org/apache/archiva/scheduler/repository/RepositoryTaskJob.java,0,1,0,0,0
38,apache/archiva,42c39b585d59aca9b2d6dca9d08c63a6e2806102,https://github.com/apache/archiva/blob/42c39b585d59aca9b2d6dca9d08c63a6e2806102/archiva-modules/archiva-web/archiva-security/src/main/java/org/apache/maven/archiva/security/AccessDeniedException.java,https://raw.githubusercontent.com/apache/archiva/42c39b585d59aca9b2d6dca9d08c63a6e2806102/archiva-modules/archiva-web/archiva-security/src/main/java/org/apache/maven/archiva/security/AccessDeniedException.java,0,1,0,0,0
39,apache/archiva,42c39b585d59aca9b2d6dca9d08c63a6e2806102,https://github.com/apache/archiva/blob/42c39b585d59aca9b2d6dca9d08c63a6e2806102/archiva-modules/archiva-web/archiva-security/src/main/java/org/apache/maven/archiva/security/ArchivaSecurityException.java,https://raw.githubusercontent.com/apache/archiva/42c39b585d59aca9b2d6dca9d08c63a6e2806102/archiva-modules/archiva-web/archiva-security/src/main/java/org/apache/maven/archiva/security/ArchivaSecurityException.java,0,1,0,0,0
40,apache/archiva,42c39b585d59aca9b2d6dca9d08c63a6e2806102,https://github.com/apache/archiva/blob/42c39b585d59aca9b2d6dca9d08c63a6e2806102/archiva-modules/archiva-web/archiva-security/src/main/java/org/apache/maven/archiva/security/PrincipalNotFoundException.java,https://raw.githubusercontent.com/apache/archiva/42c39b585d59aca9b2d6dca9d08c63a6e2806102/archiva-modules/archiva-web/archiva-security/src/main/java/org/apache/maven/archiva/security/PrincipalNotFoundException.java,0,1,0,0,0
41,apache/archiva,42c39b585d59aca9b2d6dca9d08c63a6e2806102,https://github.com/apache/archiva/blob/42c39b585d59aca9b2d6dca9d08c63a6e2806102/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/archiva/web/action/GlobalResults.java,https://raw.githubusercontent.com/apache/archiva/42c39b585d59aca9b2d6dca9d08c63a6e2806102/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/archiva/web/action/GlobalResults.java,0,1,0,0,0
42,apache/archiva,42c39b585d59aca9b2d6dca9d08c63a6e2806102,https://github.com/apache/archiva/blob/42c39b585d59aca9b2d6dca9d08c63a6e2806102/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/maven/archiva/web/action/GlobalResults.java,https://raw.githubusercontent.com/apache/archiva/42c39b585d59aca9b2d6dca9d08c63a6e2806102/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/maven/archiva/web/action/GlobalResults.java,0,1,0,0,0
43,apache/archiva,4d159b3a2644256f5cc8b5f94950feb5f55bc87f,https://github.com/apache/archiva/blob/4d159b3a2644256f5cc8b5f94950feb5f55bc87f/archiva-modules/archiva-base/archiva-indexer/src/main/java/org/apache/maven/archiva/indexer/RepositoryIndexSearchException.java,https://raw.githubusercontent.com/apache/archiva/4d159b3a2644256f5cc8b5f94950feb5f55bc87f/archiva-modules/archiva-base/archiva-indexer/src/main/java/org/apache/maven/archiva/indexer/RepositoryIndexSearchException.java,0,1,0,0,0
44,apache/archiva,4eb07f4a1ce3d23627e7e90ea3b9573edd7037ab,https://github.com/apache/archiva/blob/4eb07f4a1ce3d23627e7e90ea3b9573edd7037ab/archiva-modules/archiva-base/archiva-plexus-bridge/src/main/java/org/apache/archiva/common/plexusbridge/PlexusSisuBridgeException.java,https://raw.githubusercontent.com/apache/archiva/4eb07f4a1ce3d23627e7e90ea3b9573edd7037ab/archiva-modules/archiva-base/archiva-plexus-bridge/src/main/java/org/apache/archiva/common/plexusbridge/PlexusSisuBridgeException.java,0,1,0,0,0
45,apache/archiva,5378f9b2f53bae243d2cd11933baa7dfd27df4bd,https://github.com/apache/archiva/blob/5378f9b2f53bae243d2cd11933baa7dfd27df4bd/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/archiva/web/action/admin/appearance/OrganisationInfoAction.java,https://raw.githubusercontent.com/apache/archiva/5378f9b2f53bae243d2cd11933baa7dfd27df4bd/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/archiva/web/action/admin/appearance/OrganisationInfoAction.java,0,1,0,0,0
46,apache/archiva,54eed9ca99cdabd7eb44aafd19ab0cffd067cd53,https://github.com/apache/archiva/blob/54eed9ca99cdabd7eb44aafd19ab0cffd067cd53/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/archiva/web/validator/CronExpressionValidator.java,https://raw.githubusercontent.com/apache/archiva/54eed9ca99cdabd7eb44aafd19ab0cffd067cd53/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/archiva/web/validator/CronExpressionValidator.java,0,1,0,0,0
47,apache/archiva,54eed9ca99cdabd7eb44aafd19ab0cffd067cd53,https://github.com/apache/archiva/blob/54eed9ca99cdabd7eb44aafd19ab0cffd067cd53/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/archiva/web/validator/IntervalValidator.java,https://raw.githubusercontent.com/apache/archiva/54eed9ca99cdabd7eb44aafd19ab0cffd067cd53/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/archiva/web/validator/IntervalValidator.java,0,1,0,0,0
48,apache/archiva,54eed9ca99cdabd7eb44aafd19ab0cffd067cd53,https://github.com/apache/archiva/blob/54eed9ca99cdabd7eb44aafd19ab0cffd067cd53/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/archiva/web/validator/SyncedRepositoryValidator.java,https://raw.githubusercontent.com/apache/archiva/54eed9ca99cdabd7eb44aafd19ab0cffd067cd53/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/archiva/web/validator/SyncedRepositoryValidator.java,0,1,0,0,0
49,apache/archiva,54eed9ca99cdabd7eb44aafd19ab0cffd067cd53,https://github.com/apache/archiva/blob/54eed9ca99cdabd7eb44aafd19ab0cffd067cd53/archiva-modules/archiva-web/archiva-webapp/src/test/java/org/apache/archiva/web/validator/utils/ValidatorUtil.java,https://raw.githubusercontent.com/apache/archiva/54eed9ca99cdabd7eb44aafd19ab0cffd067cd53/archiva-modules/archiva-web/archiva-webapp/src/test/java/org/apache/archiva/web/validator/utils/ValidatorUtil.java,0,1,0,0,0
50,apache/archiva,558d0c2a4f609d4e2b414addf468d0574006f3d4,https://github.com/apache/archiva/blob/558d0c2a4f609d4e2b414addf468d0574006f3d4/archiva-modules/archiva-web/archiva-security/src/main/java/org/apache/maven/archiva/security/ArchivaXworkUser.java,https://raw.githubusercontent.com/apache/archiva/558d0c2a4f609d4e2b414addf468d0574006f3d4/archiva-modules/archiva-web/archiva-security/src/main/java/org/apache/maven/archiva/security/ArchivaXworkUser.java,0,1,0,0,0
51,apache/archiva,5b7476e8d6e846222b7264017382e92886b6f8a4,https://github.com/apache/archiva/blob/5b7476e8d6e846222b7264017382e92886b6f8a4/archiva-modules/archiva-web/archiva-rest/archiva-rest-services/src/test/java/org/apache/archiva/rest/services/ArchivaAdministrationServiceTest.java,https://raw.githubusercontent.com/apache/archiva/5b7476e8d6e846222b7264017382e92886b6f8a4/archiva-modules/archiva-web/archiva-rest/archiva-rest-services/src/test/java/org/apache/archiva/rest/services/ArchivaAdministrationServiceTest.java,0,1,0,0,0
52,apache/archiva,5c3468fad9708d8a3098867852fc56f061649b72,https://github.com/apache/archiva/blob/5c3468fad9708d8a3098867852fc56f061649b72/maven-repository-reports-standard/src/main/java/org/apache/maven/repository/reporting/DefaultRepositoryQueryLayerFactory.java,https://raw.githubusercontent.com/apache/archiva/5c3468fad9708d8a3098867852fc56f061649b72/maven-repository-reports-standard/src/main/java/org/apache/maven/repository/reporting/DefaultRepositoryQueryLayerFactory.java,0,1,0,0,0
53,apache/archiva,63e9988bb537635051fa1b16083205a2c5d0d13a,https://github.com/apache/archiva/blob/63e9988bb537635051fa1b16083205a2c5d0d13a/archiva-modules/archiva-base/archiva-converter/src/main/java/org/apache/archiva/converter/RepositoryConversionException.java,https://raw.githubusercontent.com/apache/archiva/63e9988bb537635051fa1b16083205a2c5d0d13a/archiva-modules/archiva-base/archiva-converter/src/main/java/org/apache/archiva/converter/RepositoryConversionException.java,0,1,0,0,0
54,apache/archiva,649f02cc6d312f25959f0b1326bc72fb9e1e3338,https://github.com/apache/archiva/blob/649f02cc6d312f25959f0b1326bc72fb9e1e3338/maven-repository-reports-standard/src/main/java/org/apache/maven/repository/RepositoryFileFilter.java,https://raw.githubusercontent.com/apache/archiva/649f02cc6d312f25959f0b1326bc72fb9e1e3338/maven-repository-reports-standard/src/main/java/org/apache/maven/repository/RepositoryFileFilter.java,0,1,0,0,0
55,apache/archiva,650c56007ba781442ed781062e0d6727ab535cc8,https://github.com/apache/archiva/blob/650c56007ba781442ed781062e0d6727ab535cc8/archiva-modules/archiva-base/archiva-consumers/archiva-consumer-api/src/main/java/org/apache/archiva/consumers/functors/PermanentConsumerPredicate.java,https://raw.githubusercontent.com/apache/archiva/650c56007ba781442ed781062e0d6727ab535cc8/archiva-modules/archiva-base/archiva-consumers/archiva-consumer-api/src/main/java/org/apache/archiva/consumers/functors/PermanentConsumerPredicate.java,0,1,0,0,0
56,apache/archiva,650c56007ba781442ed781062e0d6727ab535cc8,https://github.com/apache/archiva/blob/650c56007ba781442ed781062e0d6727ab535cc8/archiva-modules/archiva-base/archiva-consumers/archiva-consumer-api/src/main/java/org/apache/maven/archiva/consumers/functors/PermanentConsumerPredicate.java,https://raw.githubusercontent.com/apache/archiva/650c56007ba781442ed781062e0d6727ab535cc8/archiva-modules/archiva-base/archiva-consumers/archiva-consumer-api/src/main/java/org/apache/maven/archiva/consumers/functors/PermanentConsumerPredicate.java,0,1,0,0,0
