id,github_url,github_raw_url,isComplexClass,isLazyClass,isLargeClass,isAntiSingleton,isBaseClassShouldBeAbstract,isManyFieldAttributesButNotComplex,isSpeculativeGenerality,isSwissArmyKnife,isClassDataShouldBePrivate,isUrlValid
16,https://github.com/apache/archiva/blob/03584684d14470fb60645ea2cb6710aec25caec0/archiva-modules/archiva-web/archiva-webdav/src/test/java/org/apache/maven/archiva/webdav/AbstractRepositoryServletProxiedTestCase.java,https://raw.githubusercontent.com/apache/archiva/03584684d14470fb60645ea2cb6710aec25caec0/archiva-modules/archiva-web/archiva-webdav/src/test/java/org/apache/maven/archiva/webdav/AbstractRepositoryServletProxiedTestCase.java,1,0,0,0,0,0,0,0,0,True
17,https://github.com/apache/archiva/blob/03584684d14470fb60645ea2cb6710aec25caec0/archiva-modules/archiva-web/archiva-webdav/src/test/java/org/apache/maven/archiva/webdav/RepositoryServletProxiedRelocatedTest.java,https://raw.githubusercontent.com/apache/archiva/03584684d14470fb60645ea2cb6710aec25caec0/archiva-modules/archiva-web/archiva-webdav/src/test/java/org/apache/maven/archiva/webdav/RepositoryServletProxiedRelocatedTest.java,0,1,0,0,0,0,0,0,0,True
18,https://github.com/apache/archiva/blob/03584684d14470fb60645ea2cb6710aec25caec0/archiva-modules/archiva-web/archiva-webdav/src/test/java/org/apache/maven/archiva/webdav/RepositoryServletSecurityTest.java,https://raw.githubusercontent.com/apache/archiva/03584684d14470fb60645ea2cb6710aec25caec0/archiva-modules/archiva-web/archiva-webdav/src/test/java/org/apache/maven/archiva/webdav/RepositoryServletSecurityTest.java,1,0,0,0,0,0,0,0,0,True
19,https://github.com/apache/archiva/blob/03584684d14470fb60645ea2cb6710aec25caec0/archiva-modules/archiva-web/archiva-webdav/src/test/java/org/apache/maven/archiva/webdav/UnauthenticatedDavResourceFactory.java,https://raw.githubusercontent.com/apache/archiva/03584684d14470fb60645ea2cb6710aec25caec0/archiva-modules/archiva-web/archiva-webdav/src/test/java/org/apache/maven/archiva/webdav/UnauthenticatedDavResourceFactory.java,0,1,0,0,0,0,0,0,0,True
20,https://github.com/apache/archiva/blob/03584684d14470fb60645ea2cb6710aec25caec0/archiva-modules/archiva-web/archiva-webdav/src/test/java/org/apache/maven/archiva/webdav/UnauthenticatedDavSessionProvider.java,https://raw.githubusercontent.com/apache/archiva/03584684d14470fb60645ea2cb6710aec25caec0/archiva-modules/archiva-web/archiva-webdav/src/test/java/org/apache/maven/archiva/webdav/UnauthenticatedDavSessionProvider.java,0,1,0,0,0,0,0,0,0,True
21,https://github.com/apache/archiva/blob/03584684d14470fb60645ea2cb6710aec25caec0/archiva-modules/archiva-web/archiva-webdav/src/test/java/org/apache/maven/archiva/webdav/UnauthenticatedRepositoryServlet.java,https://raw.githubusercontent.com/apache/archiva/03584684d14470fb60645ea2cb6710aec25caec0/archiva-modules/archiva-web/archiva-webdav/src/test/java/org/apache/maven/archiva/webdav/UnauthenticatedRepositoryServlet.java,0,1,0,0,0,0,0,0,0,True
22,https://github.com/apache/archiva/blob/07675585a2616d91824e845bdce7708f8487b63c/archiva-modules/archiva-base/archiva-repository-scanner/src/main/java/org/apache/archiva/repository/scanner/RepositoryScanStatistics.java,https://raw.githubusercontent.com/apache/archiva/07675585a2616d91824e845bdce7708f8487b63c/archiva-modules/archiva-base/archiva-repository-scanner/src/main/java/org/apache/archiva/repository/scanner/RepositoryScanStatistics.java,1,0,0,0,0,0,0,0,0,True
23,https://github.com/apache/archiva/blob/07675585a2616d91824e845bdce7708f8487b63c/archiva-modules/archiva-scheduler/archiva-scheduler-indexing/src/main/java/org/apache/archiva/scheduler/indexing/ArtifactIndexingTask.java,https://raw.githubusercontent.com/apache/archiva/07675585a2616d91824e845bdce7708f8487b63c/archiva-modules/archiva-scheduler/archiva-scheduler-indexing/src/main/java/org/apache/archiva/scheduler/indexing/ArtifactIndexingTask.java,1,0,0,0,0,0,0,0,0,True
24,https://github.com/apache/archiva/blob/07675585a2616d91824e845bdce7708f8487b63c/archiva-modules/archiva-scheduler/archiva-scheduler-repository/src/main/java/org/apache/archiva/scheduler/repository/RepositoryArchivaTaskScheduler.java,https://raw.githubusercontent.com/apache/archiva/07675585a2616d91824e845bdce7708f8487b63c/archiva-modules/archiva-scheduler/archiva-scheduler-repository/src/main/java/org/apache/archiva/scheduler/repository/RepositoryArchivaTaskScheduler.java,1,0,0,0,0,0,0,0,0,True
25,https://github.com/apache/archiva/blob/07675585a2616d91824e845bdce7708f8487b63c/archiva-modules/metadata/metadata-model/src/main/java/org/apache/archiva/metadata/model/RepositoryMetadata.java,https://raw.githubusercontent.com/apache/archiva/07675585a2616d91824e845bdce7708f8487b63c/archiva-modules/metadata/metadata-model/src/main/java/org/apache/archiva/metadata/model/RepositoryMetadata.java,0,1,0,0,0,0,0,0,0,True
26,https://github.com/apache/archiva/blob/080a93a5970b506c3d494a9a19c68485bbb9201d/archiva-base/archiva-converter/src/main/java/org/apache/maven/archiva/converter/DefaultRepositoryConverter.java,https://raw.githubusercontent.com/apache/archiva/080a93a5970b506c3d494a9a19c68485bbb9201d/archiva-base/archiva-converter/src/main/java/org/apache/maven/archiva/converter/DefaultRepositoryConverter.java,1,0,0,0,0,0,0,0,0,False
27,https://github.com/apache/archiva/blob/080a93a5970b506c3d494a9a19c68485bbb9201d/archiva-base/archiva-converter/src/test/java/org/apache/maven/archiva/converter/RepositoryConverterTest.java,https://raw.githubusercontent.com/apache/archiva/080a93a5970b506c3d494a9a19c68485bbb9201d/archiva-base/archiva-converter/src/test/java/org/apache/maven/archiva/converter/RepositoryConverterTest.java,1,0,0,0,0,0,0,0,0,False
28,https://github.com/apache/archiva/blob/080a93a5970b506c3d494a9a19c68485bbb9201d/maven-repository-converter/src/main/java/org/apache/maven/repository/converter/RepositoryConversionException.java,https://raw.githubusercontent.com/apache/archiva/080a93a5970b506c3d494a9a19c68485bbb9201d/maven-repository-converter/src/main/java/org/apache/maven/repository/converter/RepositoryConversionException.java,0,1,0,0,0,0,0,0,0,True
29,https://github.com/apache/archiva/blob/0af7305111705073bc62ddbf3830f84a3b938355/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/archiva/web/action/admin/repositories/AbstractManagedRepositoriesAction.java,https://raw.githubusercontent.com/apache/archiva/0af7305111705073bc62ddbf3830f84a3b938355/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/archiva/web/action/admin/repositories/AbstractManagedRepositoriesAction.java,0,1,0,0,0,0,0,0,0,False
30,https://github.com/apache/archiva/blob/0af7305111705073bc62ddbf3830f84a3b938355/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/archiva/web/action/admin/repositories/EditManagedRepositoryAction.java,https://raw.githubusercontent.com/apache/archiva/0af7305111705073bc62ddbf3830f84a3b938355/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/archiva/web/action/admin/repositories/EditManagedRepositoryAction.java,1,0,0,0,0,0,0,0,0,False
31,https://github.com/apache/archiva/blob/0af7305111705073bc62ddbf3830f84a3b938355/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/maven/archiva/web/action/admin/repositories/AbstractManagedRepositoriesAction.java,https://raw.githubusercontent.com/apache/archiva/0af7305111705073bc62ddbf3830f84a3b938355/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/maven/archiva/web/action/admin/repositories/AbstractManagedRepositoriesAction.java,1,1,0,0,0,0,0,0,0,False
32,https://github.com/apache/archiva/blob/0af7305111705073bc62ddbf3830f84a3b938355/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/maven/archiva/web/action/admin/repositories/AddManagedRepositoryAction.java,https://raw.githubusercontent.com/apache/archiva/0af7305111705073bc62ddbf3830f84a3b938355/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/maven/archiva/web/action/admin/repositories/AddManagedRepositoryAction.java,1,0,0,0,0,0,0,0,0,False
33,https://github.com/apache/archiva/blob/0af7305111705073bc62ddbf3830f84a3b938355/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/maven/archiva/web/action/admin/repositories/DeleteManagedRepositoryAction.java,https://raw.githubusercontent.com/apache/archiva/0af7305111705073bc62ddbf3830f84a3b938355/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/maven/archiva/web/action/admin/repositories/DeleteManagedRepositoryAction.java,1,0,0,0,0,0,0,0,0,False
34,https://github.com/apache/archiva/blob/0af7305111705073bc62ddbf3830f84a3b938355/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/maven/archiva/web/action/admin/repositories/EditManagedRepositoryAction.java,https://raw.githubusercontent.com/apache/archiva/0af7305111705073bc62ddbf3830f84a3b938355/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/maven/archiva/web/action/admin/repositories/EditManagedRepositoryAction.java,1,0,0,0,0,0,0,0,0,False
35,https://github.com/apache/archiva/blob/0caebfc6b621579481aca223a76e24be0be9f0c3/archiva-modules/archiva-base/archiva-repository-scanner/src/main/java/org/apache/archiva/repository/scanner/RepositoryContentConsumers.java,https://raw.githubusercontent.com/apache/archiva/0caebfc6b621579481aca223a76e24be0be9f0c3/archiva-modules/archiva-base/archiva-repository-scanner/src/main/java/org/apache/archiva/repository/scanner/RepositoryContentConsumers.java,1,0,0,0,0,0,0,0,0,True
36,https://github.com/apache/archiva/blob/0caebfc6b621579481aca223a76e24be0be9f0c3/archiva-modules/archiva-scheduler/archiva-scheduler-indexing/src/main/java/org/apache/archiva/scheduler/indexing/ArtifactIndexingTask.java,https://raw.githubusercontent.com/apache/archiva/0caebfc6b621579481aca223a76e24be0be9f0c3/archiva-modules/archiva-scheduler/archiva-scheduler-indexing/src/main/java/org/apache/archiva/scheduler/indexing/ArtifactIndexingTask.java,1,0,0,0,0,0,0,0,0,True
37,https://github.com/apache/archiva/blob/0caebfc6b621579481aca223a76e24be0be9f0c3/archiva-modules/archiva-scheduler/archiva-scheduler-repository/src/main/java/org/apache/archiva/scheduler/repository/RepositoryArchivaTaskScheduler.java,https://raw.githubusercontent.com/apache/archiva/0caebfc6b621579481aca223a76e24be0be9f0c3/archiva-modules/archiva-scheduler/archiva-scheduler-repository/src/main/java/org/apache/archiva/scheduler/repository/RepositoryArchivaTaskScheduler.java,1,0,0,0,0,0,0,0,0,True
38,https://github.com/apache/archiva/blob/0caebfc6b621579481aca223a76e24be0be9f0c3/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/maven/archiva/web/action/DeleteArtifactAction.java,https://raw.githubusercontent.com/apache/archiva/0caebfc6b621579481aca223a76e24be0be9f0c3/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/maven/archiva/web/action/DeleteArtifactAction.java,1,0,0,0,0,0,0,0,0,True
39,https://github.com/apache/archiva/blob/0caebfc6b621579481aca223a76e24be0be9f0c3/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/maven/archiva/web/action/ShowArtifactAction.java,https://raw.githubusercontent.com/apache/archiva/0caebfc6b621579481aca223a76e24be0be9f0c3/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/maven/archiva/web/action/ShowArtifactAction.java,1,0,0,0,0,0,0,0,0,True
40,https://github.com/apache/archiva/blob/0caebfc6b621579481aca223a76e24be0be9f0c3/archiva-modules/metadata/metadata-model/src/main/java/org/apache/archiva/metadata/model/ProjectVersionMetadata.java,https://raw.githubusercontent.com/apache/archiva/0caebfc6b621579481aca223a76e24be0be9f0c3/archiva-modules/metadata/metadata-model/src/main/java/org/apache/archiva/metadata/model/ProjectVersionMetadata.java,1,0,0,0,0,0,0,0,0,True
41,https://github.com/apache/archiva/blob/0caebfc6b621579481aca223a76e24be0be9f0c3/archiva-modules/metadata/metadata-model/src/main/java/org/apache/archiva/metadata/model/RepositoryMetadata.java,https://raw.githubusercontent.com/apache/archiva/0caebfc6b621579481aca223a76e24be0be9f0c3/archiva-modules/metadata/metadata-model/src/main/java/org/apache/archiva/metadata/model/RepositoryMetadata.java,0,1,0,0,0,0,0,0,0,True
42,https://github.com/apache/archiva/blob/0caebfc6b621579481aca223a76e24be0be9f0c3/archiva-modules/metadata/metadata-repository-api/src/main/java/org/apache/archiva/metadata/repository/DefaultMetadataResolver.java,https://raw.githubusercontent.com/apache/archiva/0caebfc6b621579481aca223a76e24be0be9f0c3/archiva-modules/metadata/metadata-repository-api/src/main/java/org/apache/archiva/metadata/repository/DefaultMetadataResolver.java,1,0,0,0,0,0,0,0,0,True
43,https://github.com/apache/archiva/blob/0caebfc6b621579481aca223a76e24be0be9f0c3/archiva-modules/metadata/metadata-repository-api/src/main/java/org/apache/archiva/metadata/repository/MetadataResolverException.java,https://raw.githubusercontent.com/apache/archiva/0caebfc6b621579481aca223a76e24be0be9f0c3/archiva-modules/metadata/metadata-repository-api/src/main/java/org/apache/archiva/metadata/repository/MetadataResolverException.java,0,1,0,0,0,0,0,0,0,True
44,https://github.com/apache/archiva/blob/0caebfc6b621579481aca223a76e24be0be9f0c3/archiva-modules/plugins/maven2-repository/src/main/java/org/apache/archiva/metadata/repository/storage/maven2/Maven2RepositoryMetadataResolver.java,https://raw.githubusercontent.com/apache/archiva/0caebfc6b621579481aca223a76e24be0be9f0c3/archiva-modules/plugins/maven2-repository/src/main/java/org/apache/archiva/metadata/repository/storage/maven2/Maven2RepositoryMetadataResolver.java,1,0,0,0,0,0,0,0,0,True
45,https://github.com/apache/archiva/blob/0caebfc6b621579481aca223a76e24be0be9f0c3/archiva-modules/plugins/metadata-repository-file/src/main/java/org/apache/archiva/metadata/repository/file/FileMetadataRepository.java,https://raw.githubusercontent.com/apache/archiva/0caebfc6b621579481aca223a76e24be0be9f0c3/archiva-modules/plugins/metadata-repository-file/src/main/java/org/apache/archiva/metadata/repository/file/FileMetadataRepository.java,1,0,0,0,0,0,0,0,0,True
46,https://github.com/apache/archiva/blob/0cecbab8be9eacccf01bb4dc096a643aaad45da5/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/archiva/web/action/DeleteArtifactAction.java,https://raw.githubusercontent.com/apache/archiva/0cecbab8be9eacccf01bb4dc096a643aaad45da5/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/archiva/web/action/DeleteArtifactAction.java,1,0,0,0,0,0,0,0,0,False
47,https://github.com/apache/archiva/blob/0cecbab8be9eacccf01bb4dc096a643aaad45da5/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/maven/archiva/web/action/DeleteArtifactAction.java,https://raw.githubusercontent.com/apache/archiva/0cecbab8be9eacccf01bb4dc096a643aaad45da5/archiva-modules/archiva-web/archiva-webapp/src/main/java/org/apache/maven/archiva/web/action/DeleteArtifactAction.java,1,0,0,0,0,0,0,0,0,True
48,https://github.com/apache/archiva/blob/0d10fd3a9f47ca397b62c2544bb97cb644d31520/archiva-modules/archiva-base/archiva-repository-admin/archiva-repository-admin-default/src/main/java/org/apache/archiva/admin/repository/managed/DefaultManagedRepositoryAdmin.java,https://raw.githubusercontent.com/apache/archiva/0d10fd3a9f47ca397b62c2544bb97cb644d31520/archiva-modules/archiva-base/archiva-repository-admin/archiva-repository-admin-default/src/main/java/org/apache/archiva/admin/repository/managed/DefaultManagedRepositoryAdmin.java,1,0,0,0,0,0,0,0,0,False
49,https://github.com/apache/archiva/blob/0d10fd3a9f47ca397b62c2544bb97cb644d31520/archiva-modules/archiva-base/archiva-repository-admin/src/main/java/org/apache/archiva/admin/repository/managed/DefaultManagedRepositoryAdmin.java,https://raw.githubusercontent.com/apache/archiva/0d10fd3a9f47ca397b62c2544bb97cb644d31520/archiva-modules/archiva-base/archiva-repository-admin/src/main/java/org/apache/archiva/admin/repository/managed/DefaultManagedRepositoryAdmin.java,1,0,0,0,0,0,0,0,0,True
50,https://github.com/apache/archiva/blob/0d10fd3a9f47ca397b62c2544bb97cb644d31520/archiva-modules/archiva-base/archiva-repository-admin/src/test/java/org/apache/archiva/admin/repository/managed/AbstractRepositoryAdminTest.java,https://raw.githubusercontent.com/apache/archiva/0d10fd3a9f47ca397b62c2544bb97cb644d31520/archiva-modules/archiva-base/archiva-repository-admin/src/test/java/org/apache/archiva/admin/repository/managed/AbstractRepositoryAdminTest.java,0,1,0,0,0,0,0,0,0,True
51,https://github.com/apache/archiva/blob/0d3707a11b467af55e40c29934926331070af9cd/archiva-core/src/main/java/org/apache/maven/archiva/repositories/DefaultActiveManagedRepositories.java,https://raw.githubusercontent.com/apache/archiva/0d3707a11b467af55e40c29934926331070af9cd/archiva-core/src/main/java/org/apache/maven/archiva/repositories/DefaultActiveManagedRepositories.java,1,0,0,0,0,0,0,0,0,True
52,https://github.com/apache/archiva/blob/0d68e24a2ea3dcef3f3f31632fadd4ecc931bba5/archiva-indexer/src/main/java/org/apache/maven/archiva/indexer/lucene/LuceneRepositoryArtifactIndex.java,https://raw.githubusercontent.com/apache/archiva/0d68e24a2ea3dcef3f3f31632fadd4ecc931bba5/archiva-indexer/src/main/java/org/apache/maven/archiva/indexer/lucene/LuceneRepositoryArtifactIndex.java,1,0,0,0,0,0,0,0,0,False
53,https://github.com/apache/archiva/blob/0d68e24a2ea3dcef3f3f31632fadd4ecc931bba5/archiva-indexer/src/main/java/org/apache/maven/archiva/indexing/lucene/LuceneStandardIndexRecordConverter.java,https://raw.githubusercontent.com/apache/archiva/0d68e24a2ea3dcef3f3f31632fadd4ecc931bba5/archiva-indexer/src/main/java/org/apache/maven/archiva/indexing/lucene/LuceneStandardIndexRecordConverter.java,1,0,0,0,0,0,0,0,0,False
54,https://github.com/apache/archiva/blob/0d68e24a2ea3dcef3f3f31632fadd4ecc931bba5/maven-repository-indexer/src/main/java/org/apache/maven/repository/indexing/lucene/LuceneStandardIndexRecordConverter.java,https://raw.githubusercontent.com/apache/archiva/0d68e24a2ea3dcef3f3f31632fadd4ecc931bba5/maven-repository-indexer/src/main/java/org/apache/maven/repository/indexing/lucene/LuceneStandardIndexRecordConverter.java,1,0,0,0,0,0,0,0,0,True
55,https://github.com/apache/archiva/blob/0d7b2b158b7cf29bb0205507c8c04774dc77bb29/archiva-core/src/main/java/org/apache/maven/archiva/scheduler/task/IndexerTask.java,https://raw.githubusercontent.com/apache/archiva/0d7b2b158b7cf29bb0205507c8c04774dc77bb29/archiva-core/src/main/java/org/apache/maven/archiva/scheduler/task/IndexerTask.java,1,0,0,0,0,0,0,0,0,True
56,https://github.com/apache/archiva/blob/0f0a3486c97300183cee73ad223d83c87b4f4e8a/archiva-modules/archiva-base/archiva-repository-admin/src/main/java/org/apache/archiva/admin/repository/RepositoryAdminException.java,https://raw.githubusercontent.com/apache/archiva/0f0a3486c97300183cee73ad223d83c87b4f4e8a/archiva-modules/archiva-base/archiva-repository-admin/src/main/java/org/apache/archiva/admin/repository/RepositoryAdminException.java,0,1,0,0,0,0,0,0,0,True
57,https://github.com/apache/archiva/blob/0f1f2c658e7d05b796aa236a09e58657cb4153a3/archiva-base/archiva-consumers/archiva-core-consumers/src/main/java/org/apache/maven/archiva/consumers/core/ArtifactMissingChecksumsConsumer.java,https://raw.githubusercontent.com/apache/archiva/0f1f2c658e7d05b796aa236a09e58657cb4153a3/archiva-base/archiva-consumers/archiva-core-consumers/src/main/java/org/apache/maven/archiva/consumers/core/ArtifactMissingChecksumsConsumer.java,1,0,0,0,0,0,0,0,0,True
58,https://github.com/apache/archiva/blob/0f1f2c658e7d05b796aa236a09e58657cb4153a3/archiva-base/archiva-consumers/archiva-database-consumers/src/main/java/org/apache/maven/archiva/consumers/database/ArtifactUpdateDatabaseConsumer.java,https://raw.githubusercontent.com/apache/archiva/0f1f2c658e7d05b796aa236a09e58657cb4153a3/archiva-base/archiva-consumers/archiva-database-consumers/src/main/java/org/apache/maven/archiva/consumers/database/ArtifactUpdateDatabaseConsumer.java,1,0,0,0,0,0,0,0,0,True
59,https://github.com/apache/archiva/blob/0f1f2c658e7d05b796aa236a09e58657cb4153a3/archiva-base/archiva-indexer/src/main/java/org/apache/maven/archiva/indexer/lucene/LuceneRepositoryContentIndex.java,https://raw.githubusercontent.com/apache/archiva/0f1f2c658e7d05b796aa236a09e58657cb4153a3/archiva-base/archiva-indexer/src/main/java/org/apache/maven/archiva/indexer/lucene/LuceneRepositoryContentIndex.java,1,0,0,0,0,0,0,0,0,True
60,https://github.com/apache/archiva/blob/0f1f2c658e7d05b796aa236a09e58657cb4153a3/archiva-base/archiva-indexer/src/test/java/org/apache/maven/archiva/indexer/bytecode/BytecodeRecordLoader.java,https://raw.githubusercontent.com/apache/archiva/0f1f2c658e7d05b796aa236a09e58657cb4153a3/archiva-base/archiva-indexer/src/test/java/org/apache/maven/archiva/indexer/bytecode/BytecodeRecordLoader.java,1,0,0,0,0,0,0,0,0,True
61,https://github.com/apache/archiva/blob/0f1f2c658e7d05b796aa236a09e58657cb4153a3/archiva-base/archiva-indexer/src/test/java/org/apache/maven/archiva/indexer/bytecode/BytecodeSearchTest.java,https://raw.githubusercontent.com/apache/archiva/0f1f2c658e7d05b796aa236a09e58657cb4153a3/archiva-base/archiva-indexer/src/test/java/org/apache/maven/archiva/indexer/bytecode/BytecodeSearchTest.java,1,0,0,0,0,0,0,0,0,True
