code_name,smell,type,repository,commit_hash,file_path,github_url,start_line,end_line,severity_sum,reviewers_count,smelliness_degree
ICEDocCleaner,GodClass,Class,git@github.com:eclipse/ice.git,3f6e0265f5b476ff90a660397ce83992944142c4,/utils/ICEDocCleaner/src/ICEDocCleaner.java,https://github.com/eclipse/ice/blob/3f6e0265f5b476ff90a660397ce83992944142c4/utils/ICEDocCleaner/src/ICEDocCleaner.java/#L36-L131,36,131,2,3,0.6666666666666666
ListFaultDomainsExample,DataClass,Class,git@github.com:oracle/oci-java-sdk.git,76e9cecd7b309d9f12e5efe96c74167c66a98872,/bmc-examples/src/main/java/ListFaultDomainsExample.java,https://github.com/oracle/oci-java-sdk/blob/76e9cecd7b309d9f12e5efe96c74167c66a98872/bmc-examples/src/main/java/ListFaultDomainsExample.java/#L16-L51,16,51,0,1,0.0
ListFaultDomainsExample,GodClass,Class,git@github.com:oracle/oci-java-sdk.git,76e9cecd7b309d9f12e5efe96c74167c66a98872,/bmc-examples/src/main/java/ListFaultDomainsExample.java,https://github.com/oracle/oci-java-sdk/blob/76e9cecd7b309d9f12e5efe96c74167c66a98872/bmc-examples/src/main/java/ListFaultDomainsExample.java/#L16-L51,16,51,0,1,0.0
MavenWrapperDownloader,DataClass,Class,git@github.com:alibaba/java-dns-cache-manipulator.git,eab50ee5c27671f9159b55458301f9429b2fcc47,/.mvn/wrapper/MavenWrapperDownloader.java,https://github.com/alibaba/java-dns-cache-manipulator/blob/eab50ee5c27671f9159b55458301f9429b2fcc47/.mvn/wrapper/MavenWrapperDownloader.java/#L25-L110,25,110,0,2,0.0
MavenWrapperDownloader,GodClass,Class,git@github.com:alibaba/java-dns-cache-manipulator.git,eab50ee5c27671f9159b55458301f9429b2fcc47,/.mvn/wrapper/MavenWrapperDownloader.java,https://github.com/alibaba/java-dns-cache-manipulator/blob/eab50ee5c27671f9159b55458301f9429b2fcc47/.mvn/wrapper/MavenWrapperDownloader.java/#L25-L110,25,110,2,2,1.0
MavenWrapperDownloader.downloadFileFromURL String|File,FeatureEnvy,Method,git@github.com:spring-projects/spring-data-solr.git,6db215cf28337895ec40ed28082fa895846680bb,/.mvn/wrapper/MavenWrapperDownloader.java,https://github.com/spring-projects/spring-data-solr/blob/6db215cf28337895ec40ed28082fa895846680bb/.mvn/wrapper/MavenWrapperDownloader.java/#L100-L108,100,108,0,1,0.0
MavenWrapperDownloader.downloadFileFromURL String|File,LongMethod,Method,git@github.com:spring-projects/spring-data-solr.git,6db215cf28337895ec40ed28082fa895846680bb,/.mvn/wrapper/MavenWrapperDownloader.java,https://github.com/spring-projects/spring-data-solr/blob/6db215cf28337895ec40ed28082fa895846680bb/.mvn/wrapper/MavenWrapperDownloader.java/#L100-L108,100,108,0,1,0.0
PaginationExample.doPaginateWithRecordPaginator IdentityClient|String,FeatureEnvy,Method,git@github.com:oracle/oci-java-sdk.git,76e9cecd7b309d9f12e5efe96c74167c66a98872,/bmc-examples/src/main/java/PaginationExample.java,https://github.com/oracle/oci-java-sdk/blob/76e9cecd7b309d9f12e5efe96c74167c66a98872/bmc-examples/src/main/java/PaginationExample.java/#L145-L164,145,164,0,1,0.0
PaginationExample.doPaginateWithRecordPaginator IdentityClient|String,LongMethod,Method,git@github.com:oracle/oci-java-sdk.git,76e9cecd7b309d9f12e5efe96c74167c66a98872,/bmc-examples/src/main/java/PaginationExample.java,https://github.com/oracle/oci-java-sdk/blob/76e9cecd7b309d9f12e5efe96c74167c66a98872/bmc-examples/src/main/java/PaginationExample.java/#L145-L164,145,164,0,1,0.0
PluginC.extra.views.SampleView.ViewLabelProvider#getImage Object,FeatureEnvy,Method,git@github.com:eclipse/tycho.git,913062f90a6bad5c8c2b57c77111a52e698105d5,/tycho-its/projects/tycho136/projectC/PluginC.Extra/src/plugina/extra/views/SampleView.java,https://github.com/eclipse/tycho/blob/913062f90a6bad5c8c2b57c77111a52e698105d5/tycho-its/projects/tycho136/projectC/PluginC.Extra/src/plugina/extra/views/SampleView.java/#L75-L78,75,78,0,1,0.0
PluginC.extra.views.SampleView.ViewLabelProvider#getImage Object,LongMethod,Method,git@github.com:eclipse/tycho.git,913062f90a6bad5c8c2b57c77111a52e698105d5,/tycho-its/projects/tycho136/projectC/PluginC.Extra/src/plugina/extra/views/SampleView.java,https://github.com/eclipse/tycho/blob/913062f90a6bad5c8c2b57c77111a52e698105d5/tycho-its/projects/tycho136/projectC/PluginC.Extra/src/plugina/extra/views/SampleView.java/#L75-L78,75,78,0,1,0.0
android.icu.impl.UtilityExtensions.formatInput StringBuffer|Replaceable|Transliterator.Position,FeatureEnvy,Method,git@github.com:google/j2objc.git,471504a735b48d5d4ace51afa1542cc4790a921a,/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/impl/UtilityExtensions.java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/impl/UtilityExtensions.java/#L110-L114,110,114,0,1,0.0
android.icu.impl.UtilityExtensions.formatInput StringBuffer|Replaceable|Transliterator.Position,LongMethod,Method,git@github.com:google/j2objc.git,471504a735b48d5d4ace51afa1542cc4790a921a,/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/impl/UtilityExtensions.java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/impl/UtilityExtensions.java/#L110-L114,110,114,0,1,0.0
android.icu.impl.duration.impl.PeriodFormatterData,DataClass,Class,git@github.com:google/j2objc.git,471504a735b48d5d4ace51afa1542cc4790a921a,/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/impl/duration/impl/PeriodFormatterData.java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/impl/duration/impl/PeriodFormatterData.java/#L37-L676,37,676,0,3,0.0
android.icu.impl.duration.impl.PeriodFormatterData,GodClass,Class,git@github.com:google/j2objc.git,471504a735b48d5d4ace51afa1542cc4790a921a,/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/impl/duration/impl/PeriodFormatterData.java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/impl/duration/impl/PeriodFormatterData.java/#L37-L676,37,676,3,3,1.0
android.icu.text.AlphabeticIndex.BucketList,DataClass,Class,git@github.com:google/j2objc.git,471504a735b48d5d4ace51afa1542cc4790a921a,/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/text/AlphabeticIndex.java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/text/AlphabeticIndex.java/#L1101-L1154,1101,1154,0,2,0.0
android.icu.text.AlphabeticIndex.BucketList,GodClass,Class,git@github.com:google/j2objc.git,471504a735b48d5d4ace51afa1542cc4790a921a,/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/text/AlphabeticIndex.java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/text/AlphabeticIndex.java/#L1101-L1154,1101,1154,2,2,1.0
android.icu.text.UnicodeSet.UnicodeSet int,FeatureEnvy,Method,git@github.com:google/j2objc.git,471504a735b48d5d4ace51afa1542cc4790a921a,/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/text/UnicodeSet.java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/text/UnicodeSet.java/#L394-L417,394,417,0,1,0.0
android.icu.text.UnicodeSet.UnicodeSet int,LongMethod,Method,git@github.com:google/j2objc.git,471504a735b48d5d4ace51afa1542cc4790a921a,/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/text/UnicodeSet.java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/text/UnicodeSet.java/#L394-L417,394,417,0,1,0.0
android.icu.util.CompactCharArray,DataClass,Class,git@github.com:google/j2objc.git,471504a735b48d5d4ace51afa1542cc4790a921a,/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/util/CompactCharArray.java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/util/CompactCharArray.java/#L37-L434,37,434,0,4,0.0
android.icu.util.CompactCharArray,GodClass,Class,git@github.com:google/j2objc.git,471504a735b48d5d4ace51afa1542cc4790a921a,/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/util/CompactCharArray.java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/util/CompactCharArray.java/#L37-L434,37,434,4,4,1.0
android.icu.util.PersianCalendar#handleComputeFields int,FeatureEnvy,Method,git@github.com:google/j2objc.git,471504a735b48d5d4ace51afa1542cc4790a921a,/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/util/PersianCalendar.java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/util/PersianCalendar.java/#L420-L443,420,443,0,1,0.0
android.icu.util.PersianCalendar#handleComputeFields int,LongMethod,Method,git@github.com:google/j2objc.git,471504a735b48d5d4ace51afa1542cc4790a921a,/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/util/PersianCalendar.java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/util/PersianCalendar.java/#L420-L443,420,443,0,1,0.0
android.icu.util.VTimeZone.writeFinalRule Writer|boolean|AnnualTimeZoneRule|int|int|long,FeatureEnvy,Method,git@github.com:google/j2objc.git,471504a735b48d5d4ace51afa1542cc4790a921a,/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/util/VTimeZone.java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/util/VTimeZone.java/#L1661-L1695,1661,1695,3,4,0.75
android.icu.util.VTimeZone.writeFinalRule Writer|boolean|AnnualTimeZoneRule|int|int|long,LongMethod,Method,git@github.com:google/j2objc.git,471504a735b48d5d4ace51afa1542cc4790a921a,/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/util/VTimeZone.java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/util/VTimeZone.java/#L1661-L1695,1661,1695,3,4,0.75
android.taobao.atlas.framework.bundlestorage.BundleArchiveRevision.BundleArchiveRevision String|File|File,FeatureEnvy,Method,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-core/src/main/java/android/taobao/atlas/framework/bundlestorage/BundleArchiveRevision.java,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-core/src/main/java/android/taobao/atlas/framework/bundlestorage/BundleArchiveRevision.java/#L301-L332,301,332,0,2,0.0
android.taobao.atlas.framework.bundlestorage.BundleArchiveRevision.BundleArchiveRevision String|File|File,LongMethod,Method,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-core/src/main/java/android/taobao/atlas/framework/bundlestorage/BundleArchiveRevision.java,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-core/src/main/java/android/taobao/atlas/framework/bundlestorage/BundleArchiveRevision.java/#L301-L332,301,332,2,2,1.0
android.taobao.atlas.runtime.newcomponent.IntentResolver#register_mime_types F|String,FeatureEnvy,Method,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-core/src/main/java/android/taobao/atlas/runtime/newcomponent/IntentResolver.java,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-core/src/main/java/android/taobao/atlas/runtime/newcomponent/IntentResolver.java/#L461-L489,461,489,0,1,0.0
android.taobao.atlas.runtime.newcomponent.IntentResolver#register_mime_types F|String,LongMethod,Method,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-core/src/main/java/android/taobao/atlas/runtime/newcomponent/IntentResolver.java,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-core/src/main/java/android/taobao/atlas/runtime/newcomponent/IntentResolver.java/#L461-L489,461,489,0,1,0.0
android.text.TextUtils.join CharSequence|Iterable,FeatureEnvy,Method,git@github.com:google/j2objc.git,471504a735b48d5d4ace51afa1542cc4790a921a,/jre_emul/android/frameworks/base/core/java/android/text/TextUtils.java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/frameworks/base/core/java/android/text/TextUtils.java/#L276-L288,276,288,0,1,0.0
android.text.TextUtils.join CharSequence|Iterable,LongMethod,Method,git@github.com:google/j2objc.git,471504a735b48d5d4ace51afa1542cc4790a921a,/jre_emul/android/frameworks/base/core/java/android/text/TextUtils.java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/frameworks/base/core/java/android/text/TextUtils.java/#L276-L288,276,288,0,1,0.0
ary,DataClass,Class,git@github.com:apache/groovy.git,00ee0547c00673a93e0843a9d72c8e4293d1efdb,/benchmark/bench/ary.java,https://github.com/apache/groovy/blob/00ee0547c00673a93e0843a9d72c8e4293d1efdb/benchmark/bench/ary.java/#L13-L27,13,27,0,1,0.0
ary,GodClass,Class,git@github.com:apache/groovy.git,00ee0547c00673a93e0843a9d72c8e4293d1efdb,/benchmark/bench/ary.java,https://github.com/apache/groovy/blob/00ee0547c00673a93e0843a9d72c8e4293d1efdb/benchmark/bench/ary.java/#L13-L27,13,27,0,1,0.0
backtype.storm.generated.Nimbus.AsyncClient.getNettyMetricSizeByHost_call,DataClass,Class,git@github.com:alibaba/jstorm.git,5d6cde22dbca7df3d6e6830bf94f98a6639ab559,/jstorm-core/src/main/java/backtype/storm/generated/Nimbus.java,https://github.com/alibaba/jstorm/blob/5d6cde22dbca7df3d6e6830bf94f98a6639ab559/jstorm-core/src/main/java/backtype/storm/generated/Nimbus.java/#L3637-L3663,3637,3663,0,1,0.0
backtype.storm.generated.Nimbus.AsyncClient.getNettyMetricSizeByHost_call,GodClass,Class,git@github.com:alibaba/jstorm.git,5d6cde22dbca7df3d6e6830bf94f98a6639ab559,/jstorm-core/src/main/java/backtype/storm/generated/Nimbus.java,https://github.com/alibaba/jstorm/blob/5d6cde22dbca7df3d6e6830bf94f98a6639ab559/jstorm-core/src/main/java/backtype/storm/generated/Nimbus.java/#L3637-L3663,3637,3663,0,1,0.0
backtype.storm.generated.Nimbus.getNettyMetrics_result.getNettyMetrics_resultStandardScheme#read org.apache.thrift.protocol.TProtocol|getNettyMetrics_result,FeatureEnvy,Method,git@github.com:alibaba/jstorm.git,5d6cde22dbca7df3d6e6830bf94f98a6639ab559,/jstorm-core/src/main/java/backtype/storm/generated/Nimbus.java,https://github.com/alibaba/jstorm/blob/5d6cde22dbca7df3d6e6830bf94f98a6639ab559/jstorm-core/src/main/java/backtype/storm/generated/Nimbus.java/#L48412-L48438,48412,48438,0,1,0.0
backtype.storm.generated.Nimbus.getNettyMetrics_result.getNettyMetrics_resultStandardScheme#read org.apache.thrift.protocol.TProtocol|getNettyMetrics_result,LongMethod,Method,git@github.com:alibaba/jstorm.git,5d6cde22dbca7df3d6e6830bf94f98a6639ab559,/jstorm-core/src/main/java/backtype/storm/generated/Nimbus.java,https://github.com/alibaba/jstorm/blob/5d6cde22dbca7df3d6e6830bf94f98a6639ab559/jstorm-core/src/main/java/backtype/storm/generated/Nimbus.java/#L48412-L48438,48412,48438,0,1,0.0
backtype.storm.generated.Nimbus.setHostInBlackList_args.findByThriftIdOrThrow int,FeatureEnvy,Method,git@github.com:alibaba/jstorm.git,5d6cde22dbca7df3d6e6830bf94f98a6639ab559,/jstorm-core/src/main/java/backtype/storm/generated/Nimbus.java,https://github.com/alibaba/jstorm/blob/5d6cde22dbca7df3d6e6830bf94f98a6639ab559/jstorm-core/src/main/java/backtype/storm/generated/Nimbus.java/#L55815-L55819,55815,55819,0,1,0.0
backtype.storm.generated.Nimbus.setHostInBlackList_args.findByThriftIdOrThrow int,LongMethod,Method,git@github.com:alibaba/jstorm.git,5d6cde22dbca7df3d6e6830bf94f98a6639ab559,/jstorm-core/src/main/java/backtype/storm/generated/Nimbus.java,https://github.com/alibaba/jstorm/blob/5d6cde22dbca7df3d6e6830bf94f98a6639ab559/jstorm-core/src/main/java/backtype/storm/generated/Nimbus.java/#L55815-L55819,55815,55819,0,1,0.0
backtype.storm.topology.StatefulWindowedBoltExecutor#updateWindowState List<Tuple>|List<Tuple>,FeatureEnvy,Method,git@github.com:alibaba/jstorm.git,5d6cde22dbca7df3d6e6830bf94f98a6639ab559,/jstorm-core/src/main/java/backtype/storm/topology/StatefulWindowedBoltExecutor.java,https://github.com/alibaba/jstorm/blob/5d6cde22dbca7df3d6e6830bf94f98a6639ab559/jstorm-core/src/main/java/backtype/storm/topology/StatefulWindowedBoltExecutor.java/#L225-L231,225,231,0,1,0.0
backtype.storm.topology.StatefulWindowedBoltExecutor#updateWindowState List<Tuple>|List<Tuple>,LongMethod,Method,git@github.com:alibaba/jstorm.git,5d6cde22dbca7df3d6e6830bf94f98a6639ab559,/jstorm-core/src/main/java/backtype/storm/topology/StatefulWindowedBoltExecutor.java,https://github.com/alibaba/jstorm/blob/5d6cde22dbca7df3d6e6830bf94f98a6639ab559/jstorm-core/src/main/java/backtype/storm/topology/StatefulWindowedBoltExecutor.java/#L225-L231,225,231,0,1,0.0
backtype.storm.tuple.TupleImpl,DataClass,Class,git@github.com:alibaba/jstorm.git,5d6cde22dbca7df3d6e6830bf94f98a6639ab559,/jstorm-core/src/main/java/backtype/storm/tuple/TupleImpl.java,https://github.com/alibaba/jstorm/blob/5d6cde22dbca7df3d6e6830bf94f98a6639ab559/jstorm-core/src/main/java/backtype/storm/tuple/TupleImpl.java/#L37-L356,37,356,6,3,2.0
backtype.storm.tuple.TupleImpl,GodClass,Class,git@github.com:alibaba/jstorm.git,5d6cde22dbca7df3d6e6830bf94f98a6639ab559,/jstorm-core/src/main/java/backtype/storm/tuple/TupleImpl.java,https://github.com/alibaba/jstorm/blob/5d6cde22dbca7df3d6e6830bf94f98a6639ab559/jstorm-core/src/main/java/backtype/storm/tuple/TupleImpl.java/#L37-L356,37,356,2,3,0.6666666666666666
backtype.storm.utils.ZookeeperServerCnxnFactory,DataClass,Class,git@github.com:alibaba/jstorm.git,5d6cde22dbca7df3d6e6830bf94f98a6639ab559,/jstorm-core/src/main/java/backtype/storm/utils/ZookeeperServerCnxnFactory.java,https://github.com/alibaba/jstorm/blob/5d6cde22dbca7df3d6e6830bf94f98a6639ab559/jstorm-core/src/main/java/backtype/storm/utils/ZookeeperServerCnxnFactory.java/#L29-L84,29,84,0,1,0.0
backtype.storm.utils.ZookeeperServerCnxnFactory,GodClass,Class,git@github.com:alibaba/jstorm.git,5d6cde22dbca7df3d6e6830bf94f98a6639ab559,/jstorm-core/src/main/java/backtype/storm/utils/ZookeeperServerCnxnFactory.java,https://github.com/alibaba/jstorm/blob/5d6cde22dbca7df3d6e6830bf94f98a6639ab559/jstorm-core/src/main/java/backtype/storm/utils/ZookeeperServerCnxnFactory.java/#L29-L84,29,84,0,1,0.0
bug417675.Either.RightProjection,DataClass,Class,git@github.com:eclipse/xtext-xtend.git,20500a324127e3ee73cb793a13430ee140246fa7,/org.eclipse.xtend.core.tests/testdata/bug417675/Either.java,https://github.com/eclipse/xtext-xtend/blob/20500a324127e3ee73cb793a13430ee140246fa7/org.eclipse.xtend.core.tests/testdata/bug417675/Either.java/#L512-L617,512,617,0,1,0.0
bug417675.Either.RightProjection,GodClass,Class,git@github.com:eclipse/xtext-xtend.git,20500a324127e3ee73cb793a13430ee140246fa7,/org.eclipse.xtend.core.tests/testdata/bug417675/Either.java,https://github.com/eclipse/xtext-xtend/blob/20500a324127e3ee73cb793a13430ee140246fa7/org.eclipse.xtend.core.tests/testdata/bug417675/Either.java/#L512-L617,512,617,0,1,0.0
build.tools.symbolgenerator.CreateSymbols.AnnotationDescription#equals Object,FeatureEnvy,Method,git@github.com:SAP/SapMachine.git,6e62561730c46dc5000c39665c43951832192ceb,/make/langtools/src/classes/build/tools/symbolgenerator/CreateSymbols.java,https://github.com/SAP/SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/make/langtools/src/classes/build/tools/symbolgenerator/CreateSymbols.java/#L3226-L3242,3226,3242,0,1,0.0
build.tools.symbolgenerator.CreateSymbols.AnnotationDescription#equals Object,LongMethod,Method,git@github.com:SAP/SapMachine.git,6e62561730c46dc5000c39665c43951832192ceb,/make/langtools/src/classes/build/tools/symbolgenerator/CreateSymbols.java,https://github.com/SAP/SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/make/langtools/src/classes/build/tools/symbolgenerator/CreateSymbols.java/#L3226-L3242,3226,3242,0,1,0.0
ceylon.modules.api.runtime.AbstractRuntime,DataClass,Class,git@github.com:eclipse/ceylon.git,d3994d6cd120c4df85952cd9432123b413cfd65a,/runtime/api/src/main/java/ceylon/modules/api/runtime/AbstractRuntime.java,https://github.com/eclipse/ceylon/blob/d3994d6cd120c4df85952cd9432123b413cfd65a/runtime/api/src/main/java/ceylon/modules/api/runtime/AbstractRuntime.java/#L27-L101,27,101,0,1,0.0
ceylon.modules.api.runtime.AbstractRuntime,GodClass,Class,git@github.com:eclipse/ceylon.git,d3994d6cd120c4df85952cd9432123b413cfd65a,/runtime/api/src/main/java/ceylon/modules/api/runtime/AbstractRuntime.java,https://github.com/eclipse/ceylon/blob/d3994d6cd120c4df85952cd9432123b413cfd65a/runtime/api/src/main/java/ceylon/modules/api/runtime/AbstractRuntime.java/#L27-L101,27,101,0,1,0.0
